Budget_Centre	Budget_Centre_Description	Project_Number	Project_Description	Ledger_Code	Active_Flag
100	College Office - CAL	010002	CAL Office	OP	Y
100	College Office - CAL	010004	Arts - Marketing	OP	Y
100	College Office - CAL	010018	Arts - Research	OP	Y
100	College Office - CAL	010043	PVC - Research Support	OP	Y
100	College Office - CAL	091100	Revenue & Gen Operating - Faculty Office Arts	OP	Y
100	College Office - CAL	091102	Budget RT Revenue & Expenditure - unknown ARC Grants	RT	Y
100	College Office - CAL	091103	Budget RT Revenue & Expenditure - unknown NHMRC Grants	RT	Y
100	College Office - CAL	091104	Budget RT Revenue & Expenditure - unknown Other Research	RT	Y
100	College Office - CAL	092012	Art - RMDB Revenue Budget- ARC	RT	Y
100	College Office - CAL	092013	Art - RMDB Revenue Budget- NHMRC	RT	Y
100	College Office - CAL	092014	Art - RMDB Revenue Budget- Other Rsch	RT	Y
100	College Office - CAL	092015	Budget RT Revenue & Expenditure - unknown Non Research	RT	Y
100	College Office - CAL	093200	Assets - BC 100 - Faculty Office Arts	OP	Y
100	College Office - CAL	093202	Assets - BC 115 - Office of the School of Humanities	OP	Y
100	College Office - CAL	093203	Assets - BC 116 - Office of the School of Social Sciences	OP	Y
100	College Office - CAL	093204	Assets - BC 117 - Office of the School of TCOTA	OP	Y
100	College Office - CAL	093310	Assets - BC 103 - Music	OP	Y
100	College Office - CAL	093312	Assets - BC 108 - Asian Languages and Studies	OP	Y
100	College Office - CAL	093313	Assets - BC 110 - Politics and International Relations	OP	Y
100	College Office - CAL	093314	Assets - BC 111 - History and Classics	OP	Y
100	College Office - CAL	093315	Assets - BC 112 - Philosophy and Gender Studies	OP	Y
100	College Office - CAL	093316	Assets - BC 118 - Aboriginal Studies	OP	Y
100	College Office - CAL	093317	Assets - BC 119 - English	OP	Y
100	College Office - CAL	093318	Assets - BC 120 - European Languages and Studies	OP	Y
100	College Office - CAL	093319	Assets - BC 121 - Journalism, Media and Communications	OP	Y
100	College Office - CAL	093320	Assets - BC 122 - Social Work	OP	Y
100	College Office - CAL	093321	Assets - BC 123 - Sociology and Criminology	OP	Y
100	College Office - CAL	093322	Assets - BC 124 - Arts	OP	Y
100	College Office - CAL	093323	Assets - BC 125 - Theatre	OP	Y
100	College Office - CAL	093324	Assets - BC 126 - Asia Institute Tasmania	OP	Y
100	College Office - CAL	093325	Assets - BC 127 - Institute for Study of Social Change	OP	Y
100	College Office - CAL	096000	BUD_001 - Faculty Office Arts Reconciliation	OP	Y
100	College Office - CAL	098000	Accruals OP - Faculty Office - Arts	OP	Y
100	College Office - CAL	098212	Accruals RT - Faculty Office - Arts	RT	Y
100	College Office - CAL	098345	Assets - BC 101 - Global Cultures & Languages	OP	Y
100	College Office - CAL	102938	SDF - CAL Office	OP	Y
100	College Office - CAL	103868	RIBG: Faculty of Arts	OP	N
100	College Office - CAL	103911	Philosophy ARC Position (Malpas)	OP	N
100	College Office - CAL	103977	TILES Administrative Support	OP	Y
100	College Office - CAL	104189	Deputy Dean - Research Support	OP	N
100	College Office - CAL	104604	ADI - Research Support	OP	Y
100	College Office - CAL	104609	ADR - Research Support	OP	Y
100	College Office - CAL	105098	Arts - Course Review costs	OP	Y
100	College Office - CAL	105286	Arts - Internationalisation	OP	Y
100	College Office - CAL	105287	Arts - Learning & Teaching	OP	Y
100	College Office - CAL	105486	Arts - Research Travel Allocation - Academic	OP	Y
100	College Office - CAL	105487	Arts - Research Travel Allocation - HDR	OP	Y
100	College Office - CAL	105740	Arts - Business Development	OP	Y
100	College Office - CAL	106361	Arts - Minor Works	OP	Y
100	College Office - CAL	106428	14-ARC Centre of Excellence for Electromaterials Science	RT	Y
100	College Office - CAL	106749	Arts-Levy Income for Restricted Contract-CoE ACES Support	OP	Y
100	College Office - CAL	106906	Arts-Levy Income for Restricted-Gilbert DECRA	OP	Y
100	College Office - CAL	107056	15-Invasive Synthetic Biomedical Brain Device	RT	Y
100	College Office - CAL	107309	The Public Face of the Public Service	RT	Y
100	College Office - CAL	107943	Arts - WHS	OP	Y
100	College Office - CAL	108274	Dennis Grube - Research Support	OP	N
100	College Office - CAL	108651	16-Malpas-Place, Commonality and the Human	RT	Y
100	College Office - CAL	108811	CAIA Operating	OP	Y
100	College Office - CAL	108812	MERG Operating	OP	Y
100	College Office - CAL	108854	ADLT - Research Support	OP	Y
100	College Office - CAL	109076	16-CDS Group-Goldfarb	OP	N
100	College Office - CAL	109079	16-CDS Group-Ryan	OP	N
100	College Office - CAL	109245	DASSH Conference 2016	OP	N
100	College Office - CAL	109288	IPL Student Support Funds	OP	Y
100	College Office - CAL	110138	Hothouse Scheme Funds	OP	Y
100	College Office - CAL	110194	17-Lester-Arts REP 2017 Proposal	OP	Y
101	Global Cultures & Languages	098342	Revenue & Gen Operating - Global Cultures & Languages	OP	Y
101	Global Cultures & Languages	098343	Accruals OP - Global Cultures & Languages	OP	Y
101	Global Cultures & Languages	098344	Accruals RT - Global Cultures & Languages	RT	Y
101	Global Cultures & Languages	103861	Operating: Aboriginal Studies	OP	Y
101	Global Cultures & Languages	104378	China In-Country Program	OP	Y
101	Global Cultures & Languages	104379	RUILI Lombok Program	OP	Y
101	Global Cultures & Languages	106461	Japan In-Country Program	OP	Y
101	Global Cultures & Languages	106822	Asian Studies Overseas Study	OP	Y
101	Global Cultures & Languages	108046	ACICIS Admin Support	OP	Y
101	Global Cultures & Languages	108144	2014 - New Colombo Plan Mobility Pilot - Japan	RT	N
101	Global Cultures & Languages	108146	2015 New Colombo Plan - India 13924	RT	N
101	Global Cultures & Languages	108147	2015 New Colombo Plan - Nepal 13940	RT	N
101	Global Cultures & Languages	108148	2015 New Colombo Plan - Indonesia 13920	RT	Y
101	Global Cultures & Languages	108286	15-Tanasaldy-Indonesian Chinese social inclusion	RT	Y
101	Global Cultures & Languages	109160	Breadth Unit-Intro to German-Badger	OP	Y
101	Global Cultures & Languages	109294	16-Harrison-Violence and the politics of memory in Taiwan	RT	Y
101	Global Cultures & Languages	109478	2016 New Colombo Plan - Nepal 16526	RT	Y
101	Global Cultures & Languages	109479	2016 New Colombo Plan - China 16517	RT	Y
101	Global Cultures & Languages	109480	2016 New Colombo Plan - Indonesia 16339	RT	Y
101	Global Cultures & Languages	109481	2016 New Colombo Plan - Japan 16597	RT	Y
101	Global Cultures & Languages	109571	2017 Community Engagement Grant: Kaz Ross	OP	Y
101	Global Cultures & Languages	109825	Operating: Global Cultures & Languages	OP	Y
101	Global Cultures & Languages	109885	Operating: French	OP	Y
101	Global Cultures & Languages	109886	Operating: German	OP	Y
101	Global Cultures & Languages	109887	Operating: Asian Studies	OP	Y
101	Global Cultures & Languages	109888	Operating: Japanese	OP	Y
101	Global Cultures & Languages	109889	Operating: Chinese	OP	Y
101	Global Cultures & Languages	109890	Operating: Indonesian	OP	Y
101	Global Cultures & Languages	110132	Breadth Unit - Intro to Japanese - Suganuma	OP	Y
101	Global Cultures & Languages	110133	Breadth Unit - Intro to Indonesian - Tanasaldy	OP	Y
103	Music	091105	Revenue & Gen Operating - Music	OP	Y
103	Music	098293	Accruals OP - Music	OP	Y
103	Music	103854	Operating: Music	OP	Y
103	Music	104348	AISOI - Aust International Symphony Orchestra Institute	OP	Y
103	Music	104653	Southern Gospel Choir	OP	Y
103	Music	105267	2013 OLT Citation for Outstanding Contributions - Monkhouse	RT	Y
103	Music	105466	Music Technology Projects	OP	N
103	Music	106613	Music Education and Community Outreach Program	OP	Y
103	Music	107341	2015 Forbes HDR	OP	Y
103	Music	108544	2016 Visiting F&S - Prof Dr Antonio Baldassarre	OP	Y
103	Music	109256	David Carter - ARA	OP	Y
103	Music	109954	2016 VC Award Outstanding Research Performance: Philpott	OP	Y
104	AMEB	012000	Specific Activities AMEB	RT	Y
104	AMEB	012001	Special Projects - AMEB	RT	Y
104	AMEB	012002	Office Assistants-AMEB	RT	Y
104	AMEB	012003	Supervisors-AMEB	RT	Y
104	AMEB	091110	Revenue & Gen Operating - AMEB	OP	Y
104	AMEB	093201	Assets - AMEB	OP	Y
104	AMEB	098001	Accruals OP - AMEB	OP	Y
104	AMEB	098213	Accruals RT - AMEB	RT	Y
104	AMEB	100828	On-Line Written Exam Entry Fees	RT	Y
105	Riawunna	091115	Revenue & Gen Operating - Riawunna	OP	Y
105	Riawunna	093311	Assets - BC 105 - Riawunna	OP	Y
105	Riawunna	098294	Accruals OP - Riawunna	OP	Y
105	Riawunna	104321	ISP - General Operating	RT	Y
105	Riawunna	104322	Indigenous Tutorial Assistance Scheme - Tertiary Tuition	RT	Y
105	Riawunna	104323	ISP - Murina Program	RT	Y
105	Riawunna	108930	Breadth Unit-Indigenous Life Worlds-Harper	OP	N
105	Riawunna	109081	16-CDS Group-Spotswood	OP	N
110	Politics and International Relations	015070	Research Donations - Prof Emeritus Peter Boyce	RT	N
110	Politics and International Relations	091140	Revenue & Gen Operating - Politics & International Relations	OP	Y
110	Politics and International Relations	098296	Accruals OP - Politics and International Relations	OP	Y
110	Politics and International Relations	103865	Operating: Politics & International Studies	OP	Y
110	Politics and International Relations	104385	13-Words to Deeds: Politics in Post-Crisis Intl Tax Reform	RT	Y
110	Politics and International Relations	105102	13-IAST+3 Approaches to case coordination trial project	RT	Y
110	Politics and International Relations	107781	F Gale-Sense T	OP	N
110	Politics and International Relations	108821	16-Killingsworth-Who do the laws of war protect?	OP	N
110	Politics and International Relations	109776	Kate Crowley - ARA	OP	Y
110	Politics and International Relations	109897	Operating: Politics & Policy	OP	Y
110	Politics and International Relations	109898	Operating: International Relations	OP	Y
110	Politics and International Relations	109899	Operating: Police	OP	Y
110	Politics and International Relations	110164	ARA - Prof Emeritus Peter Boyce	OP	Y
111	History and Classics	015526	Perm. Trust Funds	RT	Y
111	History and Classics	091145	Revenue & Gen Operating - History and Classics	OP	Y
111	History and Classics	098297	Accruals OP - History and Classics	OP	Y
111	History and Classics	102619	12 - Reform in the Antipodes: Quaker Humanitarians	RT	Y
111	History and Classics	103857	Operating: History & Classics	OP	Y
111	History and Classics	104402	Centre for Tasmanian Historical Studies	OP	Y
111	History and Classics	104430	13-ARC College	RT	Y
111	History and Classics	106171	Paul Turnbull - Research Support	OP	Y
111	History and Classics	106176	14-Cornstalks & new chums: crime & nutrition in settler Aus	RT	Y
111	History and Classics	107233	15-Return, Reconcile, Renew; understanding repatriation	RT	Y
111	History and Classics	107461	15-Treating Criminals from Shore to Ship	RT	Y
111	History and Classics	107475	15-Capital Offending	RT	Y
111	History and Classics	107537	15-Digital Panopticon of Punishment	RT	N
111	History and Classics	108186	15-Edmonds-Intimacy and violence on the Anglo Pacific Rim	RT	Y
111	History and Classics	108645	16-Miles-The 'likeness to god' in late-antique philosophy	OP	N
111	History and Classics	108698	Digital Humanities Conference 2016	OP	N
111	History and Classics	108753	AMPHORAE X Conference 2016	OP	N
111	History and Classics	108985	Pacific Rim Roman Literature Seminar	OP	N
111	History and Classics	109155	2016/17 - Penny Edmonds-post Future Fellowship Salary	OP	Y
111	History and Classics	109891	Operating: History	OP	Y
111	History and Classics	109892	Operating: Classics	OP	Y
111	History and Classics	109980	Jayne Knight - Research Support	OP	Y
111	History and Classics	109986	Hamish Maxwell-Stewart - ARA	OP	Y
112	Philosophy and Gender Studies	065227	Samuel O. Lovell	RT	Y
112	Philosophy and Gender Studies	091150	Revenue & Gen Operating - Philosophy and Gender Studies	OP	Y
112	Philosophy and Gender Studies	098298	Accruals OP - Philosophy and Gender Studies	OP	Y
112	Philosophy and Gender Studies	103856	Operating: Philosophy & Gender Studies	OP	Y
112	Philosophy and Gender Studies	104377	TBSIEP - Buddhist Studies in India	OP	Y
112	Philosophy and Gender Studies	105031	Textual community&commentary tradition in antique Platonism	RT	Y
112	Philosophy and Gender Studies	105035	Dirk Baltzly - Research Support	OP	Y
112	Philosophy and Gender Studies	105389	Identification & Interpretation of Inspired Speech in Plato	RT	Y
112	Philosophy and Gender Studies	108764	16-Thakchoe-A Buddhist Debate and Its Contemporary Relevance	RT	Y
112	Philosophy and Gender Studies	109873	17-Baltzly-College of Experts 2017 - 2019	RT	Y
112	Philosophy and Gender Studies	109893	Operating: Philosophy	OP	Y
112	Philosophy and Gender Studies	109894	Operating: Gender Studies	OP	Y
112	Philosophy and Gender Studies	109968	Jeff Malpas - Research Support	OP	Y
115	Office of the School of Humanities	091160	Revenue & Gen Operating - Office of the School of Humanities	OP	Y
115	Office of the School of Humanities	096850	BUD_001 - Humanities Reconciliation	OP	Y
115	Office of the School of Humanities	098002	Accruals OP - Humanities	OP	Y
115	Office of the School of Humanities	098107	Accruals RT - Humanities	RT	Y
115	Office of the School of Humanities	103862	Operating: General - Humanities	OP	Y
115	Office of the School of Humanities	103870	RIBG: Humanities	OP	N
115	Office of the School of Humanities	103873	SDF: Humanities	OP	Y
115	Office of the School of Humanities	104605	HoS Humanities - Research Support	OP	Y
115	Office of the School of Humanities	106839	Breadth Unit-Beyond Human - Barbara Hartley	OP	N
115	Office of the School of Humanities	107238	Breadth Unit - War: Moral and Legal Limits - Dirk Baltzy	OP	N
115	Office of the School of Humanities	107682	Breadth Unit-Bound by Sea-Allen	OP	N
115	Office of the School of Humanities	107691	Breadth Unit-Ethics & Social Responsibility-Baltzy	OP	N
115	Office of the School of Humanities	107695	Breadth Unit-Human Rights & Global Justice-Bennett	OP	N
115	Office of the School of Humanities	107697	Breadth Unit-Indigenous People-Rolls	OP	N
115	Office of the School of Humanities	108356	Breadth Unit - Dark Arts - Taylor	OP	N
115	Office of the School of Humanities	108365	Breadth Unit - Big Decisions - Chase	OP	N
115	Office of the School of Humanities	108439	JC Beall - Research Support	OP	Y
115	Office of the School of Humanities	108627	Breadth Unit - Humans: Earth Shapers - Wood	OP	N
115	Office of the School of Humanities	108632	Breadth Unit - Tasmania: Unique History: Big History - Turnb	OP	N
115	Office of the School of Humanities	108701	2016 TDG - Isabel Wang	OP	Y
115	Office of the School of Humanities	108856	Clemente Program	OP	Y
115	Office of the School of Humanities	108896	2016 GRO Conference Support - Jansen	OP	N
115	Office of the School of Humanities	108918	16-Leane-Bringing Psychology to the Antarctic Archives	OP	N
115	Office of the School of Humanities	109032	16-CDS-Harman	OP	N
115	Office of the School of Humanities	109062	16-CDS-Wang	OP	N
115	Office of the School of Humanities	109337	2016 GRO Conf Support - Hanne Nielsen	OP	N
115	Office of the School of Humanities	109361	2016 GRO Conf Support - Imogen Wegman	OP	N
115	Office of the School of Humanities	109500	2016-MAM Theme (Assoc Professor Elizabeth Leane)	OP	N
115	Office of the School of Humanities	109515	2016-CCC Theme (Assoc Professor Penny Edmonds)	OP	N
115	Office of the School of Humanities	109592	Breadth Unit - Big History - Paul Turnbull	OP	Y
115	Office of the School of Humanities	109637	2016 GRO Conf Support - Taylor	OP	N
115	Office of the School of Humanities	109682	2017 CEG - Taster Unit Proposal	OP	Y
115	Office of the School of Humanities	110121	LP16-Leane-ARC-Antarctic Cities and the Global Commons:	RT	Y
115	Office of the School of Humanities	110122	LP16-Leane-UTAS-Antarctic Cities and the Global Commons: Ret	RT	Y
115	Office of the School of Humanities	110209	Academic Research Support Scheme - Humanities	OP	Y
115	Office of the School of Humanities	110212	HDR Research Support Scheme - Humanities	OP	Y
116	Office of the School of Social Sciences	091165	Revenue & Gen Operating - Office of the School of Social Sci	OP	Y
116	Office of the School of Social Sciences	096860	BUD_001 - Social Sciences Reconciliation	OP	Y
116	Office of the School of Social Sciences	098003	Accruals OP - Social Sciences	OP	Y
116	Office of the School of Social Sciences	098108	Accruals RT - Social Sciences	RT	Y
116	Office of the School of Social Sciences	103867	Operating: General - Social Sciences	OP	Y
116	Office of the School of Social Sciences	103871	RIBG: Social Sciences	OP	N
116	Office of the School of Social Sciences	103874	SDF: Social Sciences	OP	Y
116	Office of the School of Social Sciences	104610	HoS Soc Sciences - Research Support	OP	Y
116	Office of the School of Social Sciences	105070	Michelle Gabriel Research Account	OP	N
116	Office of the School of Social Sciences	107694	Breadth Unit-Human Rights & Global Justice-Killingsworth	OP	N
116	Office of the School of Social Sciences	107699	Breadth Unit-Indigenous People-Habibis	OP	N
116	Office of the School of Social Sciences	108351	Breadth Unit - Energy - Kellow	OP	N
116	Office of the School of Social Sciences	108359	Breadth Unit - Nat Hazards and Disasters - Clifford	OP	N
116	Office of the School of Social Sciences	108360	Breadth Unit - Nat Hazards and Disasters - Crowley	OP	N
116	Office of the School of Social Sciences	108397	16VFS-Milstein-Carr	OP	Y
116	Office of the School of Social Sciences	108542	2016 Visiting F&S - Prof Geoffrey Wiseman	OP	N
116	Office of the School of Social Sciences	108575	2016 Teaching Development Grant - Megan Alessandrini	OP	N
116	Office of the School of Social Sciences	108628	Breadth Unit - Humans: Earth Shapers - Vince	OP	N
116	Office of the School of Social Sciences	108746	16-Habibis-Impact of mixed funding sources on homelessness	RT	Y
116	Office of the School of Social Sciences	108872	2016 GRO Conference Support - Digiorgio	OP	N
116	Office of the School of Social Sciences	108876	2016 GRO Conference Support - Belle	OP	N
116	Office of the School of Social Sciences	108931	Breadth Unit-Indigenous Life Worlds-Aitken	OP	Y
116	Office of the School of Social Sciences	108932	Breadth Unit-Indigenous Life Worlds-Habibis	OP	N
116	Office of the School of Social Sciences	109022	16-CDS-Clifford	OP	N
116	Office of the School of Social Sciences	109048	16-CDS-McLeod	OP	N
116	Office of the School of Social Sciences	109072	16-CDS Group-Dwyer	OP	N
116	Office of the School of Social Sciences	109080	16-CDS Group-Schmidt	OP	N
116	Office of the School of Social Sciences	109157	SDF: AHURI Funds	OP	N
116	Office of the School of Social Sciences	109213	16-Lovell-Fermen Tasmania	OP	N
116	Office of the School of Social Sciences	109222	16-Lovell-Tariff Trial , Phase 2 - survey development	RT	Y
116	Office of the School of Social Sciences	109349	2016 GRO Conf Support - Lisa Denny	OP	N
116	Office of the School of Social Sciences	109355	2016 GRO Conf Support - Ruby Grant	OP	N
116	Office of the School of Social Sciences	109358	2016 GRO Conf Support - Melissa Jane Belle	OP	N
116	Office of the School of Social Sciences	109410	Breadth Unit - War: Moral and Legal Limits - Killingsworth	OP	N
116	Office of the School of Social Sciences	109542	16-Lovell-CONSORT: Consumer Energy Systems Providing Cost	RT	Y
116	Office of the School of Social Sciences	109561	16-Tranter-Social Program Research Project	RT	Y
116	Office of the School of Social Sciences	109566	Breadth Unit - Interdisciplinary Social Research - Trantor	OP	N
116	Office of the School of Social Sciences	109639	2016 GRO Conf Support - Ripollgonzalez	OP	N
116	Office of the School of Social Sciences	109704	2017 Visiting F&S - Professor Peter Stoett	OP	Y
116	Office of the School of Social Sciences	109769	2016 - HBO Series Girls	OP	N
116	Office of the School of Social Sciences	109948	2016 VC Award Out Community Engagement: Hookway	OP	Y
116	Office of the School of Social Sciences	109957	2016 VC Award Citation cont to student learning: Bartowiak-T	OP	Y
116	Office of the School of Social Sciences	110073	2017 Teaching Development Grant - Katrina Clifford	OP	Y
116	Office of the School of Social Sciences	110081	2017 Teaching Development Grant - Isabelle Bartowiak Theron	OP	Y
116	Office of the School of Social Sciences	110135	Breadth Unit - Indigenous Life Worlds - Habibis	OP	Y
116	Office of the School of Social Sciences	110210	Academic Research Support Scheme - Social Sciences	OP	Y
116	Office of the School of Social Sciences	110213	HDR Research Support Scheme - Social Sciences	OP	Y
117	Office of the School of TCOTA	091170	Revenue & Gen Operating - Office of the School of TCOTA	OP	Y
117	Office of the School of TCOTA	096870	BUD_001 - Tas College of the Arts Reconciliation	OP	Y
117	Office of the School of TCOTA	098004	Accruals OP - Tasmanian College of the Arts	OP	Y
117	Office of the School of TCOTA	098109	Accruals RT - Tasmanian College of the Arts	RT	Y
117	Office of the School of TCOTA	103855	Operating: General - Tas College of the Arts	OP	Y
117	Office of the School of TCOTA	103869	RIBG: Tas College of the Arts	OP	N
117	Office of the School of TCOTA	103872	SDF: Tas College of the Arts	OP	Y
117	Office of the School of TCOTA	104401	HoS TCOTA - Research Support	OP	Y
117	Office of the School of TCOTA	108362	Breadth Unit - Ways of Seeing - Wise	OP	N
117	Office of the School of TCOTA	108554	16-Wise-Benchmarking quality assessment tasks	RT	N
117	Office of the School of TCOTA	108586	2016 Community Engagement Grant: Kit Wise	OP	N
117	Office of the School of TCOTA	109052	16-CDS-Philpott	OP	N
117	Office of the School of TCOTA	109124	16-Hannah-Intervening in the Anthropos(s)cene	OP	N
117	Office of the School of TCOTA	109198	16-Wise-Midlands Restoration Art Project	RT	Y
117	Office of the School of TCOTA	109522	2017 Community Engagement Grant: Kit Wise	OP	Y
117	Office of the School of TCOTA	109524	2017 Community Engagement Grant: Glen Hodges	OP	Y
117	Office of the School of TCOTA	109572	2017 Community Engagement Grant: Lucy Bleach	OP	Y
117	Office of the School of TCOTA	109994	Kit Wise - ARA	OP	Y
117	Office of the School of TCOTA	110074	2017 Teaching Development Grant - Megan Keating	OP	Y
117	Office of the School of TCOTA	110075	2018 Teaching Development Grant - Maria Kunda	OP	Y
117	Office of the School of TCOTA	110082	2017 Teaching Development Grant - Wendy Fountain	OP	Y
117	Office of the School of TCOTA	110146	2017 CCS Theme (Creativity, Culture and Society)	OP	Y
117	Office of the School of TCOTA	110211	Academic Research Support Scheme - TCOTA	OP	Y
117	Office of the School of TCOTA	110214	HDR Research Support Scheme - TCOTA	OP	Y
119	English	098264	Revenue & Gen Operating - English	OP	Y
119	English	098300	Accruals OP - English	OP	Y
119	English	103535	12-Integrating the Humanities into Antarctic Studies	RT	Y
119	English	103858	Operating: English	OP	Y
119	English	104537	Ralph Crane - Research Support	OP	N
119	English	106188	Elle Leane - ARA	OP	Y
119	English	107673	15-Johnston-Intimacy and violence on the Anglo Pacific Rim 1	RT	N
119	English	108776	16-Fletcher-ARC-Genre worlds	RT	Y
119	English	108777	16-Fletcher-UTAS-Genre worlds	RT	Y
119	English	108853	16-Fletcher-No Longer Going Solo?	OP	N
119	English	109523	2017 Community Engagement Grant: Robert Clarke	OP	Y
119	English	110063	FT12-UTAS-Integrating Humanities in Antarctic Studies - Conf	RT	Y
119	English	110189	Australasian Society for Continental Philosophy Conference	OP	Y
121	Journalism, Media and Communications	098266	Revenue & Gen Operating - Journalism, Media & Communications	OP	Y
121	Journalism, Media and Communications	098302	Accruals OP - Journalism, Media and Communications	OP	Y
121	Journalism, Media and Communications	103866	Operating: Journalism, Media & Communications	OP	Y
121	Journalism, Media and Communications	105269	Asia Bound Scholarship	OP	N
121	Journalism, Media and Communications	105413	14-The New Politics of Food and the Australian Media	RT	Y
121	Journalism, Media and Communications	107046	14-Europe and Australia in the World: (WORLDREP)	RT	Y
121	Journalism, Media and Communications	107284	Environmental Campaigns in the Australia-Asian Region	RT	Y
121	Journalism, Media and Communications	107493	15-Snapshot Photography: Migrant Women	RT	Y
121	Journalism, Media and Communications	109770	MUST - Media School Collaboration	OP	Y
121	Journalism, Media and Communications	109818	Libby Lester - ARA	OP	Y
122	Social Work	016708	Sonya Stanford Research Account	RT	Y
122	Social Work	016730	Anthea Vreugdenhil Research Account	RT	Y
122	Social Work	098267	Revenue & Gen Operating - Social Work	OP	Y
122	Social Work	098303	Accruals OP - Social Work	OP	Y
122	Social Work	101677	Anne Coleman Research Account	RT	Y
122	Social Work	103864	Operating: Social Work	OP	Y
122	Social Work	108275	Bob Pease - Research Support	OP	Y
122	Social Work	108382	15-Baltra-Ulloa-YoungMILE (Young Migrant Leadership program)	RT	Y
123	Sociology and Criminology	016576	Housing and Community Research Unit (HACRU)	RT	Y
123	Sociology and Criminology	016680	Keith Jacob's Research Account	RT	Y
123	Sociology and Criminology	016698	Prof. Rob White Research Account	RT	Y
123	Sociology and Criminology	016701	Max Travers Research Account	RT	Y
123	Sociology and Criminology	016702	Daphne Habibis Research Account	RT	Y
123	Sociology and Criminology	016714	Jan Pakulski Research Account	RT	Y
123	Sociology and Criminology	098268	Revenue & Gen Operating - Sociology and Criminology	OP	Y
123	Sociology and Criminology	098304	Accruals OP - Sociology and Criminology	OP	Y
123	Sociology and Criminology	101094	Emily Hansen Research Account	RT	Y
123	Sociology and Criminology	101672	Meredith Nash Research Account	RT	Y
123	Sociology and Criminology	102428	Bruce Tranter Research Account	RT	Y
123	Sociology and Criminology	103541	12-Key problems in Australian housing policy making	RT	Y
123	Sociology and Criminology	103863	Operating: Sociology & Criminology	OP	Y
123	Sociology and Criminology	104210	13-Leadership & Construction of Environment Concerns in Aus	RT	Y
123	Sociology and Criminology	104219	13-Creating the Bilbao Effect: MONA and Arts Tourism	RT	Y
123	Sociology and Criminology	104228	Keith Jacobs - ARA	OP	Y
123	Sociology and Criminology	104229	Maggie Walter - ARA	OP	Y
123	Sociology and Criminology	104740	13-National Indigenous Research and Knowledge Network	RT	Y
123	Sociology and Criminology	105955	14-Telling it like it is: Aboriginal perspectives	RT	Y
123	Sociology and Criminology	106255	14-Tenancy management services to remote Indigenous	RT	Y
123	Sociology and Criminology	106291	14-AHURI Top-Up-Scholarship - Gina Zappia	RT	Y
123	Sociology and Criminology	106292	14-AHURI Top-Up-Scholarship - Tamlin Gorter	RT	Y
123	Sociology and Criminology	106302	14-Smith Family School Community Partnership Pilot	RT	Y
123	Sociology and Criminology	106638	Kim McLeod - Teaching Consultancy	OP	N
123	Sociology and Criminology	106734	14-Smart Grids, Messy Society? Implementation in Australia	RT	Y
123	Sociology and Criminology	106770	NIRAKN - UTAS Contributions 2013-16	RT	Y
123	Sociology and Criminology	107044	TILES Admin support	RT	Y
123	Sociology and Criminology	107524	15--Housing Careers of Disability Support Pension recipients	RT	Y
123	Sociology and Criminology	107670	15-Kindness: It Starts with Us	RT	N
123	Sociology and Criminology	107705	B Robards-Sense T	OP	N
123	Sociology and Criminology	107740	15-Dismantling the Justice Silos	RT	Y
123	Sociology and Criminology	107861	15-AHURI Top-Up-Scholarship - Salvin Gounder	RT	Y
123	Sociology and Criminology	107867	15-Community engagement for the Hard to Reach	RT	N
123	Sociology and Criminology	108034	15-Habibis-Funding of Programs to Reduce Homelessness	RT	Y
123	Sociology and Criminology	108040	Roberta Julian - ARA	OP	Y
123	Sociology and Criminology	108054	15-Kelty-Evaluation of Prison Based Offender Programs	RT	Y
123	Sociology and Criminology	108552	16-Walter-ARC-How do Indig Children grow up strong in educ?	RT	Y
123	Sociology and Criminology	108553	16-Walter-UTAS-How do Indig Children grow up strong in educ?	RT	Y
123	Sociology and Criminology	108664	16-Howes-Interpreter-assisted police interviews	OP	N
123	Sociology and Criminology	108699	16-Flanagan-Recent Housing Transfer Experience in Australia	RT	N
123	Sociology and Criminology	108765	16-Jacobs-AHURI Top-Up Scholarship - Laura Wynne	RT	Y
123	Sociology and Criminology	108829	16-Habibis-Understanding the lived experience of migrants	RT	N
123	Sociology and Criminology	108830	16-Habibis-International student educ and career pathway	RT	Y
123	Sociology and Criminology	108841	16-Tranter-Social Futures & Life Pathways of Young People	RT	Y
123	Sociology and Criminology	108881	16-Walter-How country shapes its people	OP	N
123	Sociology and Criminology	108995	16-Nash-Exploring the public health potential of parkrun in	OP	N
123	Sociology and Criminology	109094	Homeward Bound - Meredith Nash	OP	Y
123	Sociology and Criminology	109273	16-Travers-Creation of dementia friendly communities	OP	N
123	Sociology and Criminology	109299	Hansen - Nicotine Dependence Salary funds 2016	OP	N
123	Sociology and Criminology	109402	Daphne Habibis - ARA	OP	Y
123	Sociology and Criminology	109494	16-Walter-Improving indigenous health and wellbeing	RT	Y
123	Sociology and Criminology	109580	16-Julian-Investigate cigarette smoking and alcohol	OP	N
123	Sociology and Criminology	109895	Operating: Sociology	OP	Y
123	Sociology and Criminology	109896	Operating: Criminology	OP	Y
123	Sociology and Criminology	109900	Can Seng Ooi - Research Support	OP	Y
123	Sociology and Criminology	109939	17-Julian-Development of a risk framework for the SFCU	RT	Y
123	Sociology and Criminology	110016	Kathleen Flanagan - ARA	OP	Y
