Budget_Centre	Budget_Centre_Description	Project_Number	Project_Description	Ledger_Code	Active_Flag
203	School of Education	109812	Professional Learning DoE Funds	OP	Y
203	School of Education	109936	Willow Court Archaeology Proj, Profess Learning for Teachers	OP	Y
203	School of Education	109998	2017 ReSoLTs - Muir	OP	Y
203	School of Education	109999	2017 ReSoLTs - Oates	OP	Y
203	School of Education	110000	2017 ReSoLTs - To	OP	Y
203	School of Education	110001	2017 ReSoLTs - Kertesz	OP	Y
203	School of Education	110076	2017 Teaching Development Grant - Abbey McDonald	OP	Y
203	School of Education	110077	2017 Teaching Development Grant - Jeffrey Thomas	OP	Y
203	School of Education	110161	Oates - Consultancies	OP	Y
203	School of Education	110201	17-Thomas-Factors Affecting the Establishment of FLP	RT	Y
250	Faculty Office Health	030006	General Operating-Faculty Health Science	OP	Y
250	Faculty Office Health	030010	Profiles Salaries - FHS Office	OP	Y
250	Faculty Office Health	030047	Faculty Strategic Initiatives	OP	Y
250	Faculty Office Health	030049	Teaching & Learning Project Funds	OP	Y
250	Faculty Office Health	030056	Health Workforce & Education Unit	OP	Y
250	Faculty Office Health	033553	SSWAHS Network Project	OP	Y
250	Faculty Office Health	091500	Revenue & Gen Operating - Faculty Office Health	OP	Y
250	Faculty Office Health	091502	Budget RT Revenue & Expenditure - unknown ARC Grants	RT	Y
250	Faculty Office Health	091503	Budget RT Revenue & Expenditure - unknown NHMRC Grants	RT	Y
250	Faculty Office Health	091504	Budget RT Revenue & Expenditure - unknown Other Research	RT	Y
250	Faculty Office Health	092052	HSc - RMDB Revenue Budget- ARC	RT	Y
250	Faculty Office Health	092053	HSc - RMDB Revenue Budget- NHMRC	RT	Y
250	Faculty Office Health	092054	HSc - RMDB Revenue Budget- Other Rsch	RT	Y
250	Faculty Office Health	092055	Budget RT Revenue & Expenditure - unknown Non Research	RT	Y
250	Faculty Office Health	093212	Assets - BC 250 - Faculty Office Health	OP	Y
250	Faculty Office Health	093213	Assets - BC 251 - Office of the School of Health Sciences	OP	Y
250	Faculty Office Health	093214	Assets - BC 252 - Office of the School of Medicine	OP	Y
250	Faculty Office Health	093215	Assets - BC 253 - UTAS Centre for Rural Health	OP	Y
250	Faculty Office Health	093216	Assets - BC 256 - Pharmacy	OP	Y
250	Faculty Office Health	093217	Assets - BC 257 - School of Health Sciences	OP	Y
250	Faculty Office Health	093218	Assets - BC 258 - Rural Clinical School	OP	Y
250	Faculty Office Health	093219	Assets - BC 259 - Medicine	OP	Y
250	Faculty Office Health	093220	Assets - BC 260 - Paramedicine	OP	Y
250	Faculty Office Health	093232	Assets - BC 320 - Psychology	OP	Y
250	Faculty Office Health	093251	Assets - BC 442 - Wicking Dementia Research and Education Ce	OP	Y
250	Faculty Office Health	096210	BUD_001 - Faculty Office Health Science Reconciliation	OP	Y
250	Faculty Office Health	098012	Accruals OP - Faculty Office - Health	OP	Y
250	Faculty Office Health	098117	Accruals RT - Faculty Office - Health	RT	Y
250	Faculty Office Health	101158	Research Development Fund	OP	Y
250	Faculty Office Health	101188	School of Nursing and Midwifery, Rozelle Simulation Centre	OP	Y
250	Faculty Office Health	103689	HWA Goods & Services Income	OP	Y
250	Faculty Office Health	104422	IPL Committee	OP	Y
250	Faculty Office Health	104897	SDF - Faculty Office - Health Science	OP	Y
250	Faculty Office Health	105672	CTF - Recurrent Funds Income	RT	Y
250	Faculty Office Health	108002	15-Marlow-Development of an online Work Integrated Learning	RT	Y
250	Faculty Office Health	108563	2015 VC Award Cont to Student Learning: Interns Day Surgery	OP	N
250	Faculty Office Health	108573	2016 Teaching Development Grant - Annette Marlow	OP	N
250	Faculty Office Health	109021	16-CDS-Bugg	OP	N
250	Faculty Office Health	109028	16-CDS-Ennever	OP	N
250	Faculty Office Health	109045	16-CDS-Marlow	OP	N
250	Faculty Office Health	109205	16-Peterson-Advancing health and medical research	RT	Y
250	Faculty Office Health	110115	2017 SEC Funding - Justin Walls	OP	Y
250	Faculty Office Health	110150	17-Peterson-Research Enhancement Program 2017	OP	Y
251	Office of the School of Health Sciences	098013	Accruals OP - Office of the School of Health Sciences	OP	Y
251	Office of the School of Health Sciences	098118	Accruals RT - Office of the School of Health Sciences	RT	Y
251	Office of the School of Health Sciences	098214	Revenue & Gen Operating - Office of the School of Health Sci	OP	Y
251	Office of the School of Health Sciences	105343	School of Health Science Administration	OP	Y
251	Office of the School of Health Sciences	107072	School of Health Science Conference Fund	OP	Y
252	Office of the School of Medicine	098014	Accruals OP - Office of the School of Medicine	OP	Y
252	Office of the School of Medicine	098119	Accruals RT - Office of the School of Medicine	RT	Y
252	Office of the School of Medicine	105329	Cont Professional Development Unit (CPDU)	OP	Y
252	Office of the School of Medicine	105340	Research	OP	Y
252	Office of the School of Medicine	105341	Teaching & Learning	OP	Y
252	Office of the School of Medicine	105344	School of Medicine Administration	OP	Y
252	Office of the School of Medicine	105585	Advanced Surgical Skills in Emergency Medicine	OP	Y
252	Office of the School of Medicine	105587	Strategic Management	OP	Y
252	Office of the School of Medicine	105588	Assessment & Management of Acute Appendicitis	OP	Y
252	Office of the School of Medicine	105589	Assessment & Management of Skin Lesions	OP	Y
252	Office of the School of Medicine	105590	MSP Venue Hire Services	OP	Y
252	Office of the School of Medicine	105591	Cultural Issues at the End of Life	OP	Y
252	Office of the School of Medicine	105592	Surgical Skills Workshop (STITCH)	OP	Y
252	Office of the School of Medicine	105596	Applied Surgical Anatomy	OP	Y
252	Office of the School of Medicine	106323	Demystifying Epidemiology	OP	Y
252	Office of the School of Medicine	106324	Neurology Workshop	OP	Y
252	Office of the School of Medicine	106436	School of Medicine Conjoints	OP	Y
252	Office of the School of Medicine	106760	Digital Innovation Team	OP	Y
252	Office of the School of Medicine	107080	Open Day Support	OP	Y
252	Office of the School of Medicine	107182	Obstetrics & Gynaecology Workshop	OP	Y
252	Office of the School of Medicine	107183	Regional Anaesthesia	OP	Y
252	Office of the School of Medicine	107184	Anatomy Refresher Workshop	OP	Y
252	Office of the School of Medicine	107185	Hand & Wrist Injury Workshop	OP	Y
252	Office of the School of Medicine	107186	Urology Workshop	OP	Y
252	Office of the School of Medicine	107187	Mental Health Training	OP	Y
252	Office of the School of Medicine	107354	Expedition Medicine	OP	Y
252	Office of the School of Medicine	107355	Assessment & Management of the Critically Ill Patient	OP	Y
252	Office of the School of Medicine	107871	SDF - School of Medicine	OP	Y
252	Office of the School of Medicine	107986	Professor David Howells - Travel Costs	OP	Y
252	Office of the School of Medicine	107987	Professor David Howells - Research Support	OP	Y
252	Office of the School of Medicine	108152	2015 DVCR Levy Support - Salary Support	OP	Y
252	Office of the School of Medicine	108707	Airways Research Support	OP	Y
252	Office of the School of Medicine	108708	Guna Karupiah - Research Support	OP	Y
252	Office of the School of Medicine	108848	2016 Research Support - David Howells	OP	Y
252	Office of the School of Medicine	109101	HSIT Operating	OP	Y
252	Office of the School of Medicine	109219	16-Canny-Supporting respiratory research	RT	Y
252	Office of the School of Medicine	109348	2016 GRO Conf Support - Macarena Pavez	OP	N
252	Office of the School of Medicine	109455	2016 Visiting F&S - Bordea	OP	N
252	Office of the School of Medicine	109921	SoM Research Travel Support	OP	Y
252	Office of the School of Medicine	109922	SoM Research Grant Support	OP	Y
252	Office of the School of Medicine	110165	17-Howells-Understanding the human ischemic cascade	RT	Y
253	UTAS Centre for Rural Health	031513	Annual RIB Account - Rural Health Unit	OP	Y
253	UTAS Centre for Rural Health	031536	General Operating - Rural Health	OP	Y
253	UTAS Centre for Rural Health	031568	Core E & S - IRPP	OP	Y
253	UTAS Centre for Rural Health	031653	Young Female Offenders Colloborative Action Program	RT	N
253	UTAS Centre for Rural Health	031655	Sustainable volounteer workforce in Rural Regional Tasmania	RT	N
253	UTAS Centre for Rural Health	031660	Mobile Workforce: Optimising Benefits for Rural Communities	RT	Y
253	UTAS Centre for Rural Health	091505	Revenue & Gen Operating - UTAS Centre for Rural Health	OP	Y
253	UTAS Centre for Rural Health	096220	BUD_001 - Rural Health Unit Reconciliation	OP	Y
253	UTAS Centre for Rural Health	098015	Accruals OP - Rural Health Unit	OP	Y
253	UTAS Centre for Rural Health	098120	Accruals RT - Rural Health Unit	RT	Y
253	UTAS Centre for Rural Health	100225	10 OzHelp Foundation External Evaluation	RT	Y
253	UTAS Centre for Rural Health	100694	10 Staying Healthy: Farmers & Fishers	RT	Y
253	UTAS Centre for Rural Health	101881	11-The Effect of Yoga on Women with Arm Lymphoedema	RT	Y
253	UTAS Centre for Rural Health	102189	11-Tasmanian Food Access Research	RT	Y
253	UTAS Centre for Rural Health	102942	SDF - Rural Health Unit	OP	Y
253	UTAS Centre for Rural Health	103558	12-Rural Pharmacy Liaison Officer ('RPLO') Program	OP	N
253	UTAS Centre for Rural Health	105076	Hosting Virtual Orientation Tours of rural practice settings	RT	Y
253	UTAS Centre for Rural Health	106395	HWA Latrobe accommodation	RT	Y
253	UTAS Centre for Rural Health	107429	Community conversations consultation	OP	N
253	UTAS Centre for Rural Health	107835	Sue Whetton project funds	OP	N
253	UTAS Centre for Rural Health	108263	15-Auckland-Community Conversations Consultations	RT	Y
253	UTAS Centre for Rural Health	108507	Rural Health Multidisciplinary Training Programme 16-18 CRH	RT	Y
253	UTAS Centre for Rural Health	108572	2016 Teaching Development Grant - Heather Bridgman	OP	N
253	UTAS Centre for Rural Health	108691	16-Auckland-Bridges Out of Poverty Evaluation	RT	Y
253	UTAS Centre for Rural Health	109099	RHMT placement project	RT	Y
253	UTAS Centre for Rural Health	109257	Rural BN student support	RT	Y
253	UTAS Centre for Rural Health	109258	Health Practitioners	RT	Y
253	UTAS Centre for Rural Health	109553	16-Lee-Epilepsy Connect	RT	Y
253	UTAS Centre for Rural Health	109559	16-Auckland-Kentish CLP Implementation	RT	Y
253	UTAS Centre for Rural Health	109602	RHMT general project funds	RT	Y
253	UTAS Centre for Rural Health	109612	16-Barnett-Regional Bereavement Care Networks & Initiatives	RT	Y
253	UTAS Centre for Rural Health	109687	RPLO Sept 2016 Subcontract	RT	Y
253	UTAS Centre for Rural Health	109767	16-Quarmby-Identification of ASD in infants and toddlers	RT	Y
253	UTAS Centre for Rural Health	109872	16-Barnett-Review of clinical model/pathways	RT	Y
253	UTAS Centre for Rural Health	110064	17-Bridgman-Youth with Severe Mental Illness	RT	Y
253	UTAS Centre for Rural Health	110181	2017-Improving Tasmanian Indigenous Health and Wellbeing	OP	Y
256	Pharmacy	033000	General Operating-Pharmacy	OP	Y
256	Pharmacy	033001	Departmental Research-Pharmacy	OP	Y
256	Pharmacy	033026	Annual RIB Account - School of Pharmacy	OP	Y
256	Pharmacy	033074	PGA-Aldous-Rural Health Project	OP	Y
256	Pharmacy	033084	PSA co-funded scholarship	RT	Y
256	Pharmacy	091520	Revenue & Gen Operating - Pharmacy	OP	Y
256	Pharmacy	096250	BUD_001 - Pharmacy Reconciliation	OP	Y
256	Pharmacy	098017	Accruals OP - Pharmacy	OP	Y
256	Pharmacy	098122	Accruals RT - Pharmacy	RT	Y
256	Pharmacy	100237	Pharmacy Chair Elite Research Scholarship	OP	Y
256	Pharmacy	102563	Medicines Australia CEP Project	OP	Y
256	Pharmacy	103181	Low-Molecular-Weight Heparin in Ulcerative Colitis	OP	N
256	Pharmacy	103183	Chronic Kidney Disease in Older People, Prescribing and HMRs	OP	Y
256	Pharmacy	103652	PGA Rural Placements - Administrative Support to Schools	OP	Y
256	Pharmacy	103653	PGA Rural Placements - Student Placement Allowance	OP	Y
256	Pharmacy	105520	14-Fucoidan and marine polyphloroglucinols	RT	Y
256	Pharmacy	105924	14-Enantioselective pharmacokinetics of salbutamol	RT	Y
256	Pharmacy	106112	14-Pre-quit pharmacotherapies for smoking cessation	RT	Y
256	Pharmacy	106560	14-Comparison of idebenone and CoQ10	RT	Y
256	Pharmacy	106718	14-Pharmacy services & screening for chronic kidney disease	RT	Y
256	Pharmacy	106725	14-Chemika impurity characterisation - ICH guidelines	RT	Y
256	Pharmacy	107188	Cell Culture Laboratory	OP	Y
256	Pharmacy	107189	Clinical Research	OP	Y
256	Pharmacy	107190	General Research	OP	Y
256	Pharmacy	107191	High Performance Liquid Chromatography Laboratory	OP	Y
256	Pharmacy	107192	Zebrafish Facility	OP	Y
256	Pharmacy	107263	EMA study examining perceived social support among youths	RT	Y
256	Pharmacy	107283	15 - Medication stability in the Pacific Islands	RT	Y
256	Pharmacy	107344	15-Novel short-chain quinones against inherited blindness	RT	Y
256	Pharmacy	107478	15-Bi functional opiods as a novel cancer treatment	RT	Y
256	Pharmacy	107482	15-studies of drug transporters in colorectal cance	RT	Y
256	Pharmacy	107527	15-Development of a decision support smartphone app	RT	N
256	Pharmacy	107528	15-Non anticoagulant molecules of heparin	RT	Y
256	Pharmacy	107533	15-Fucoidan and cell cycle regulation	RT	Y
256	Pharmacy	108260	15-Jacobson-Enantioselective pharmacokinetics of formoterol	RT	Y
256	Pharmacy	108318	15-Guven-Fucoidan and stem cell mobilisation	RT	Y
256	Pharmacy	108712	16-Wanandy-Investigating the physical and chemical Y-site	RT	Y
256	Pharmacy	108721	Clinical Practice - Pharmacy	OP	Y
256	Pharmacy	108727	16-Bereznicki-Pharmacy Oral Examination	RT	N
256	Pharmacy	108734	16-Bereznicki-Investigating the burden of childhood fever	RT	Y
256	Pharmacy	109053	16-CDS-Razi Taidi	OP	N
256	Pharmacy	109087	16-Guven-Short chain quinones against diabetic retinopathy	RT	Y
256	Pharmacy	109111	16-Guven-Anti-inflammatory efficacy of Marinovas Fucoidan	RT	Y
256	Pharmacy	109136	Lab Consumables - DIIS Marinova	OP	Y
256	Pharmacy	109491	16-Veal-A review of complex drug processes	RT	Y
256	Pharmacy	109596	16-Bindoff-Wound Registry	RT	Y
256	Pharmacy	109616	Wound Registry - School of Medicine & DVC-R contribution	RT	Y
256	Pharmacy	110151	17-Bye-Investigating the anti-inflammatory effect	RT	Y
256	Pharmacy	110154	17-Veal-Does hospital opioid prescribing increase the risk	RT	Y
257	School of Health Sciences	032067	Medical Biostatistical Supp Clin Res	RT	Y
257	School of Health Sciences	033501	SHS General Operating Expenses	OP	Y
257	School of Health Sciences	033504	SHS SDF	OP	Y
257	School of Health Sciences	033560	SSW AHS/SNM Partnership	OP	Y
257	School of Health Sciences	033573	Undergraduate Teaching & Learning - Launceston	OP	Y
257	School of Health Sciences	033574	RHD students	OP	Y
257	School of Health Sciences	033575	Undergraduate Teaching & Learning - Darlinghurst	OP	Y
257	School of Health Sciences	033576	Undergraduate Teaching & Learning - Rozelle	OP	Y
257	School of Health Sciences	033577	Undergraduate Teaching & Learning - Hobart	OP	N
257	School of Health Sciences	033578	SHS Postgraduate studies	OP	Y
257	School of Health Sciences	091525	Revenue & Gen Operating - School of Health Sciences	OP	Y
257	School of Health Sciences	096260	BUD_001 - Nursing Reconciliation	OP	Y
257	School of Health Sciences	098018	Accruals OP - Health Sciences B	OP	Y
257	School of Health Sciences	098121	Accruals RT - Health Sciences A	RT	Y
257	School of Health Sciences	098123	Accruals RT - Health Sciences B	RT	Y
257	School of Health Sciences	100241	SHS annual RIB account	OP	Y
257	School of Health Sciences	103745	Clinical practice - Tasmania	OP	Y
257	School of Health Sciences	104250	13-Carcinogenesis pathways in colitis colorectal cancer	RT	Y
257	School of Health Sciences	104790	13-Enhancing performance and recovery in elite athletes	RT	Y
257	School of Health Sciences	105045	ASPRF Stu Smith - Director CREAL	OP	N
257	School of Health Sciences	105265	2013 OLT Citation for Outstanding Contributions - Douglas	RT	Y
257	School of Health Sciences	105450	14-Poor Diet and Nutrition, Food Security and Obesity	RT	Y
257	School of Health Sciences	105500	14-The effects of a gluten-free diet in non-coeliac athletes	RT	Y
257	School of Health Sciences	105762	14-Preventing perioperative hypothermia in surgical patients	RT	N
257	School of Health Sciences	105839	Pilot RCT to evaluate use of Jintronix Rehabilitation System	RT	Y
257	School of Health Sciences	105920	14-Health Literacy - Resource Development and Evaluation	RT	Y
257	School of Health Sciences	105979	Clinical Honours	OP	Y
257	School of Health Sciences	106094	Load Initiatives	OP	Y
257	School of Health Sciences	106708	14-Podiums are better than pulmonary thromboembolisms?	RT	N
257	School of Health Sciences	106975	SRFC15 - G4HEALTH	OP	N
257	School of Health Sciences	107074	Clinical Practice NSW	OP	Y
257	School of Health Sciences	107075	EP clinic	OP	Y
257	School of Health Sciences	107113	Stu Smith - faculty strategic funds	OP	N
257	School of Health Sciences	107114	School of Health Science Research	OP	Y
257	School of Health Sciences	107149	15 - Strengthening clinicians incidentdisclosure communicati	RT	Y
257	School of Health Sciences	107275	A multi-method study to reduce MRSA infection/transmission	RT	Y
257	School of Health Sciences	107321	Towards a patient-specific stem cell model of glaucoma	RT	Y
257	School of Health Sciences	107340	Exercise Science	OP	Y
257	School of Health Sciences	107644	15-Paediatric and Adolescent Insulin pump Decision Aid	RT	Y
257	School of Health Sciences	107687	Breadth Unit-Developing Resilience-Carnes	OP	N
257	School of Health Sciences	107702	Rozelle Director operating cost	OP	Y
257	School of Health Sciences	107716	15-Building Community Capacity for Health Literacy	RT	Y
257	School of Health Sciences	107945	15-Kinsman-Translating evidence into practice and evidence	RT	Y
257	School of Health Sciences	108010	15-Schuez-Donation to fund projects & conference travel	RT	Y
257	School of Health Sciences	108193	15VC: Rajaraman	OP	Y
257	School of Health Sciences	108329	15-Walsh-Ways of working in perioperative nursing:	RT	Y
257	School of Health Sciences	108373	15-Myers-Exploring zinc to improve insulin sensitivity	RT	Y
257	School of Health Sciences	108383	15-Sohal-EMT in chronic obstructive pulmonary disease (COPD)	RT	Y
257	School of Health Sciences	108389	15-Greenwood-Targeting risk related behaviours	RT	Y
257	School of Health Sciences	108435	15-Tristram-Preliminary development of a probiotic	RT	Y
257	School of Health Sciences	108502	16-Kunde-Early transform from colitis to colorectal cancer	RT	Y
257	School of Health Sciences	108577	2016 Teaching Development Grant - Lindsay Smith	OP	N
257	School of Health Sciences	108623	Therese Toohey - GM ICTN Seed Funding	OP	Y
257	School of Health Sciences	108747	16-Williams- Exercise Physiology in Practice:	RT	Y
257	School of Health Sciences	108769	Michelle Cleary - Research	OP	Y
257	School of Health Sciences	108816	16-Elmer-Complementary Health Literacy Project Evaluation	RT	Y
257	School of Health Sciences	108838	16-Elmer-TAZREACH Promoting Health Through Understanding	RT	Y
257	School of Health Sciences	108839	16-Sohal-Immunohistochemical expression patterns	RT	Y
257	School of Health Sciences	108900	2016 GRO Conference Support - Zadow	OP	N
257	School of Health Sciences	108923	16-Kinsman-Wound assessment form; evidence-based development	RT	N
257	School of Health Sciences	109039	16-CDS-Kitic	OP	N
257	School of Health Sciences	109046	16-CDS-Mather	OP	N
257	School of Health Sciences	109065	16-CDS Group-Bramble	OP	N
257	School of Health Sciences	109090	16-Cummings-Asbestos Assessment Grading Best Practice	RT	Y
257	School of Health Sciences	109091	16-Lawrence-Elder-abuse in Tasmania	OP	N
257	School of Health Sciences	109096	16-Murray-Healthy Eating Resilience Network Mapping Project	RT	Y
257	School of Health Sciences	109132	2016 PLC Funding - Tracy Douglas	OP	N
257	School of Health Sciences	109186	16-Elmer-Health literacy in the community sector	RT	Y
257	School of Health Sciences	109201	16-Schuez-Making the best of plain packaging	OP	N
257	School of Health Sciences	109283	16-Elmer-Health Literacy - Consumer Engagement	RT	Y
257	School of Health Sciences	109399	16-McCann-Using exercise to improve the health of caregivers	RT	Y
257	School of Health Sciences	109512	2016-BHT Theme (Assoc Professor Christine Stirling)	OP	N
257	School of Health Sciences	109520	2017 Community Engagement Grant: Chona Hannah	OP	Y
257	School of Health Sciences	109563	16-Walsh-Engaging men who use violence	RT	Y
257	School of Health Sciences	109570	2017 Community Engagement Grant: Andrew Hills	OP	Y
257	School of Health Sciences	109573	16-Kinsman-Impact of face-to-face and web-based simulation	RT	Y
257	School of Health Sciences	109586	2016 AAUT Citation Award - Rajaraman Eri	RT	Y
257	School of Health Sciences	109651	2016/17 RIGS - Local Food Systems	OP	Y
257	School of Health Sciences	109713	2017 Visiting F&S - Associate Professor Jessica Mesman	OP	Y
257	School of Health Sciences	109864	16-McCann-Assessing the readiness for ASD early intervention	RT	Y
257	School of Health Sciences	109869	17-Sohal-The effect of current and investigational COPD	RT	Y
257	School of Health Sciences	109871	17-Bird-Improving long term physical activity before hip	RT	Y
257	School of Health Sciences	109911	17-Eri-Can blockade of inflammasomes be a therapeutic option	RT	Y
257	School of Health Sciences	109958	2016 VC Award Citation cont to student learning: Handley	OP	Y
257	School of Health Sciences	109973	Elizabeth Cummings - Academic Resource Account	OP	Y
257	School of Health Sciences	110086	2017 Teaching Development Grant - Tracy Douglas	OP	Y
257	School of Health Sciences	110101	17-Sohal-Identification of Progressive Disease in IPF	RT	Y
257	School of Health Sciences	110106	17-Byrne-Achieving more effective weight loss (MATADOR2)	RT	Y
257	School of Health Sciences	110116	2017 SEC Funding - Marguerite Bramble	OP	Y
257	School of Health Sciences	110145	2017 BHT Theme (Better Health Tasmania)	OP	Y
257	School of Health Sciences	110162	17-Unwin-Primary care to emergency department	RT	Y
257	School of Health Sciences	110176	ARA - Christine Stirling	OP	Y
257	School of Health Sciences	110180	2017-Dietary habits of recent refugee migrants to Australia	OP	Y
257	School of Health Sciences	110186	ARA - Kirun Ahuja	OP	Y
258	Rural Clinical School	034037	RCC External Contributions	OP	Y
258	Rural Clinical School	034044	Accommodation Development Fund	OP	Y
258	Rural Clinical School	091530	Revenue & Gen Operating - Rural Clinical School	OP	Y
258	Rural Clinical School	096270	BUD_001 - Rural Clinical School Reconciliation	OP	Y
258	Rural Clinical School	098019	Accruals OP - Rural Clinical School	OP	Y
258	Rural Clinical School	098124	Accruals RT - Rural Clinical School	RT	Y
258	Rural Clinical School	102207	Residential Accommodation Income	OP	Y
258	Rural Clinical School	104168	Life Support/ Emergency Skills program facilitiation	OP	Y
258	Rural Clinical School	106605	RUSTICA - Rural Student Club	RT	Y
258	Rural Clinical School	106812	14-Evaluating Care Outcomes of the Burnie Autism Specific Ea	RT	Y
258	Rural Clinical School	106840	Breadth Unit-Beyond Human - Kim Rooney	OP	N
258	Rural Clinical School	108179	15-Cheek-Evaluating Engagement with Rethink Autism in Tas	RT	Y
258	Rural Clinical School	108462	DHHS Unspent Funds from 034043 & 103194 -Aged support & care	OP	N
258	Rural Clinical School	108511	Rural Health Medical Training Programme 2016-2018 - RCS	RT	Y
258	Rural Clinical School	108780	Aboriginal pathways research	RT	Y
258	Rural Clinical School	108781	Rural medical student tracking project	RT	Y
258	Rural Clinical School	108782	Acute Services Program	RT	Y
258	Rural Clinical School	108783	Community Engagement	RT	Y
258	Rural Clinical School	108784	Graduate Student Support	RT	Y
258	Rural Clinical School	108785	Student Residential Accommodation	RT	Y
258	Rural Clinical School	108786	Allied Health strategic pathways project	RT	Y
258	Rural Clinical School	108787	Emergency Skills Course	RT	Y
258	Rural Clinical School	108788	Skills & Simulation Centre	RT	Y
258	Rural Clinical School	108789	Schools & Colleges - Health Careers Promotion	RT	Y
258	Rural Clinical School	108790	Rural Undergraduate Support (Yr 1-3)	RT	Y
258	Rural Clinical School	108791	Rural pathways support program	RT	Y
258	Rural Clinical School	108792	Integrated Primary Care Program	RT	Y
258	Rural Clinical School	108793	Aboriginal Engagement & Health Careers Project	RT	Y
258	Rural Clinical School	108794	Marketing & Promotion	RT	Y
258	Rural Clinical School	108795	Student Support (Yr 4-5)	RT	Y
258	Rural Clinical School	108908	16-Weber-Impaired lung function in children	RT	Y
258	Rural Clinical School	109301	RHH research foundation	RT	Y
258	Rural Clinical School	109679	2016 RIGS - Healthy Regions, Healthy Students	OP	Y
258	Rural Clinical School	109867	16- Autism-readiness in mainstream community childcare	RT	Y
259	Medicine	031448	Wood-Baker, Richard-Consultancy	RT	Y
259	Medicine	032143	CCT-Blomfield-Obstetrics & Gynacology	RT	Y
259	Medicine	032174	Electronic Health Records E-Health Research Project	RT	Y
259	Medicine	032187	DHHS-Bower-Oral Health Project	OP	Y
259	Medicine	032203	Medical Schools Outcome Database Project	OP	Y
259	Medicine	032209	R. A. Rodda Museum of Pathology	OP	Y
259	Medicine	032659	Mortality & Morbility Council	OP	Y
259	Medicine	032665	NHMRS Clinical Trials	OP	Y
259	Medicine	091535	Revenue & Gen Operating - Medicine	OP	Y
259	Medicine	096284	BUD_001 - Medicine (Discipline) Reconciliation	OP	Y
259	Medicine	098020	Accruals OP - Medicine	OP	Y
259	Medicine	098125	Accruals RT - Medicine	RT	Y
259	Medicine	101074	CTA for Sensitive Male examinations	OP	Y
259	Medicine	102136	GPTT - General Practice Posts Funding	OP	N
259	Medicine	102180	11-An Amoeba Co-culture Assay Alternative to Mammalian	RT	Y
259	Medicine	102346	11-SGPT-EI - Southern General Practice Education Integration	RT	Y
259	Medicine	102490	W19381_NHMRC_1020515_Practitioner Fellowship	RT	Y
259	Medicine	103077	12-Tasmanian Branch of the National Genetic Heart Registry	RT	Y
259	Medicine	103280	12-Education Integration Proj data analysis to publication	RT	Y
259	Medicine	103493	Wilderness Skills Weekend	OP	Y
259	Medicine	103877	2012 OLT Citation Awards - Ass Prof Justin Walls	OP	Y
259	Medicine	104043	OLT Patient Partner Program Award	OP	N
259	Medicine	104165	W21159_Lung Foundation_UTAS (Walters)_IPF Registry Coord.	RT	Y
259	Medicine	104788	14 - Clinical Redesign of Tasmania's Health and Hospitals Sy	RT	Y
259	Medicine	104855	W21555_NHMRC_Walters_Australasian Airways Satellite	RT	Y
259	Medicine	105154	13-Partnership with the ALF for Lung Cancer PhD Scholarship	RT	Y
259	Medicine	105157	13-Recruitment of GPs within Tasmania to MedicineInsight	RT	Y
259	Medicine	105312	13-Calcium metabolism in acute pancreatitis	RT	Y
259	Medicine	105324	Annual RIB Account - Medicine (Discipline)	OP	Y
259	Medicine	105326	Body Bequest	OP	Y
259	Medicine	105327	Clinical Placements Medicine (Discipline)	OP	Y
259	Medicine	105331	GP Tutor	OP	Y
259	Medicine	105332	Hobart Clinical School	OP	Y
259	Medicine	105333	Launceston Clinical School	OP	Y
259	Medicine	105334	MBBS (Years 1 to 3)	OP	Y
259	Medicine	105335	Medical Sciences (BioMedical Sciences)	OP	Y
259	Medicine	105336	Division of Medicine Administration	OP	Y
259	Medicine	105337	Medical Education Unit (MEU)	OP	Y
259	Medicine	105339	Postgraduate Programs	OP	Y
259	Medicine	105342	Technical Services Medicine (Discipline)	OP	Y
259	Medicine	105440	14-Paediatric to adult care transition care co-ordination	RT	Y
259	Medicine	105495	Medicine Academic (Discipline)	OP	Y
259	Medicine	105548	14-Repulsion and Attraction: How do LRPs turn growth cones?	RT	Y
259	Medicine	105586	Extraordinary Procedures in Emergency Medicine	OP	Y
259	Medicine	105890	A Review of the Evidence for Natural Therapies	RT	Y
259	Medicine	105946	14-Fellowship - Faculty of Health Science	RT	Y
259	Medicine	106134	Genetic basis of epilepsy:Infantile epileptic encephalopathy	RT	Y
259	Medicine	106328	14-Cessation in Non-Daily Smokers	RT	Y
259	Medicine	106402	Richard Hays Global Medicine	OP	Y
259	Medicine	106437	Wendy Quinn Postgraduate Programs	OP	Y
259	Medicine	106593	14-Health literacy interventions to support former refugees	RT	N
259	Medicine	106695	14-Novel molecules of heparin for the management of asthma	RT	Y
259	Medicine	106735	14-IDEAL Consortium	RT	Y
259	Medicine	106765	14-A Tasmanian qualitative study of client's experiences	RT	Y
259	Medicine	106846	14 - Dual cigarette and smokeless tobacco use: behaviour pat	RT	Y
259	Medicine	106866	2014 OLT Citation Award - Dr Jamie Chapman	RT	Y
259	Medicine	107081	Patient Partner Program - Hobart Campus	OP	Y
259	Medicine	107082	Patient Partner Program - Launceston Clinical School	OP	Y
259	Medicine	107107	15-Promoting regrowth of nerve fibres inot the epidermis dur	RT	Y
259	Medicine	107115	15 - A human paraoxonase 2-based therapy for cystic fibrosis	RT	Y
